BillNo,Itemname,Quantity,Date,Price,CustomerID,Country
536376,RED HANGING HEART T-LIGHT HOLDER,64,12/1/10 9:32,2.55,15291,United Kingdom
536377,HAND WARMER RED POLKA DOT,6,12/1/10 9:34,1.85,17850,United Kingdom
536377,HAND WARMER UNION JACK,6,12/1/10 9:34,1.85,17850,United Kingdom
536378,JUMBO BAG PINK POLKADOT,10,12/1/10 9:37,1.95,14688,United Kingdom
536378,JUMBO  BAG BAROQUE BLACK WHITE,10,12/1/10 9:37,1.95,14688,United Kingdom
536378,JUMBO BAG CHARLIE AND LOLA TOYS,10,12/1/10 9:37,2.95,14688,United Kingdom
536378,STRAWBERRY CHARLOTTE BAG,10,12/1/10 9:37,0.85,14688,United Kingdom
536378,RED 3 PIECE RETROSPOT CUTLERY SET,12,12/1/10 9:37,3.75,14688,United Kingdom
536378,BLUE 3 PIECE POLKADOT CUTLERY SET,6,12/1/10 9:37,3.75,14688,United Kingdom
536378,SET/6 RED SPOTTY PAPER PLATES,12,12/1/10 9:37,0.85,14688,United Kingdom
536378,LUNCH BAG RED RETROSPOT,10,12/1/10 9:37,1.65,14688,United Kingdom
536378,STRAWBERRY LUNCH BOX WITH CUTLERY,6,12/1/10 9:37,2.55,14688,United Kingdom
536378,LUNCH BOX WITH CUTLERY RETROSPOT,6,12/1/10 9:37,2.55,14688,United Kingdom
536378,PACK OF 72 RETROSPOT CAKE CASES,120,12/1/10 9:37,0.42,14688,United Kingdom
536378,PACK OF 60 DINOSAUR CAKE CASES,24,12/1/10 9:37,0.55,14688,United Kingdom
536378,PACK OF 60 PINK PAISLEY CAKE CASES,24,12/1/10 9:37,0.55,14688,United Kingdom
536378,60 TEATIME FAIRY CAKE CASES,24,12/1/10 9:37,0.55,14688,United Kingdom
536378,TOMATO CHARLIE+LOLA COASTER SET,6,12/1/10 9:37,2.95,14688,United Kingdom
536378,CHARLIE & LOLA WASTEPAPER BIN FLORA,48,12/1/10 9:37,1.25,14688,United Kingdom
536378,RED CHARLIE+LOLA PERSONAL DOORSIGN,96,12/1/10 9:37,0.38,14688,United Kingdom
536378,JUMBO STORAGE BAG SUKI,10,12/1/10 9:37,1.95,14688,United Kingdom
536378,JUMBO BAG PINK VINTAGE PAISLEY,10,12/1/10 9:37,1.95,14688,United Kingdom
536380,JAM MAKING SET PRINTED,24,12/1/10 9:41,1.45,17809,United Kingdom
536381,RETROSPOT TEA SET CERAMIC 11 PC,23,12/1/10 9:41,4.25,15311,United Kingdom
536381,GIRLY PINK TOOL SET,5,12/1/10 9:41,4.95,15311,United Kingdom
536381,JUMBO SHOPPER VINTAGE RED PAISLEY,10,12/1/10 9:41,1.95,15311,United Kingdom
536381,"AIRLINE LOUNGE,METAL SIGN",2,12/1/10 9:41,2.1,15311,United Kingdom
536381,WHITE SPOT RED CERAMIC DRAWER KNOB,6,12/1/10 9:41,1.25,15311,United Kingdom
536381,RED DRAWER KNOB ACRYLIC EDWARDIAN,24,12/1/10 9:41,1.25,15311,United Kingdom
536381,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,24,12/1/10 9:41,1.25,15311,United Kingdom
536381,PHOTO CLIP LINE,1,12/1/10 9:41,1.25,15311,United Kingdom
536381,FELT EGG COSY CHICKEN,1,12/1/10 9:41,0.85,15311,United Kingdom
536381,PIGGY BANK RETROSPOT,1,12/1/10 9:41,2.55,15311,United Kingdom
536381,SKULL SHOULDER BAG,10,12/1/10 9:41,1.65,15311,United Kingdom
536381,YOU'RE CONFUSING ME METAL SIGN,3,12/1/10 9:41,1.69,15311,United Kingdom
536381,COOK WITH WINE METAL SIGN,1,12/1/10 9:41,1.95,15311,United Kingdom
536381,GIN + TONIC DIET METAL SIGN,2,12/1/10 9:41,2.1,15311,United Kingdom
536381,YELLOW BREAKFAST CUP AND SAUCER,1,12/1/10 9:41,2.95,15311,United Kingdom
536381,PINK BREAKFAST CUP AND SAUCER,1,12/1/10 9:41,2.95,15311,United Kingdom
536381,PAPER CHAIN KIT 50'S CHRISTMAS,4,12/1/10 9:41,2.95,15311,United Kingdom
536381,PAPER CHAIN KIT RETROSPOT,1,12/1/10 9:41,2.95,15311,United Kingdom
536381,SMALL HEART FLOWERS HOOK,6,12/1/10 9:41,0.85,15311,United Kingdom
536381,PHOTO CLIP LINE,3,12/1/10 9:41,1.25,15311,United Kingdom
536381,TEA TIME DES TEA COSY,2,12/1/10 9:41,2.55,15311,United Kingdom
536381,FELT EGG COSY WHITE RABBIT,1,12/1/10 9:41,0.85,15311,United Kingdom
536381,ZINC WILLIE WINKIE  CANDLE STICK,1,12/1/10 9:41,0.85,15311,United Kingdom
536381,CERAMIC CHERRY CAKE MONEY BANK,1,12/1/10 9:41,1.45,15311,United Kingdom
536381,RETROSPOT LARGE MILK JUG,1,12/1/10 9:41,4.95,15311,United Kingdom
536381,SET OF 6 FUNKY BEAKERS,2,12/1/10 9:41,2.95,15311,United Kingdom
536381,EDWARDIAN PARASOL BLACK,2,12/1/10 9:41,5.95,15311,United Kingdom
536381,EDWARDIAN PARASOL NATURAL,2,12/1/10 9:41,5.95,15311,United Kingdom
536381,CERAMIC STRAWBERRY CAKE MONEY BANK,4,12/1/10 9:41,1.45,15311,United Kingdom
536381,BLUE OWL SOFT TOY,1,12/1/10 9:41,2.95,15311,United Kingdom
536381,BALLOON ART MAKE YOUR OWN FLOWERS,1,12/1/10 9:41,1.95,15311,United Kingdom
536381,RED TOADSTOOL LED NIGHT LIGHT,2,12/1/10 9:41,1.65,15311,United Kingdom
536381,GLASS CLOCHE SMALL,3,12/1/10 9:41,3.95,15311,United Kingdom
536381,GUMBALL MONOCHROME COAT RACK,36,12/1/10 9:41,1.06,15311,United Kingdom
536381,DOORMAT FANCY FONT HOME SWEET HOME,10,12/1/10 9:41,6.75,15311,United Kingdom
536382,INFLATABLE POLITICAL GLOBE,12,12/1/10 9:45,0.85,16098,United Kingdom
536382,VINTAGE SNAKES & LADDERS,8,12/1/10 9:45,3.75,16098,United Kingdom
536382,CHOCOLATE CALCULATOR,12,12/1/10 9:45,1.65,16098,United Kingdom
536382,JUMBO SHOPPER VINTAGE RED PAISLEY,10,12/1/10 9:45,1.95,16098,United Kingdom
536382,RECYCLING BAG RETROSPOT,10,12/1/10 9:45,2.1,16098,United Kingdom
536382,TOY TIDY PINK POLKADOT,50,12/1/10 9:45,1.85,16098,United Kingdom
536382,ANTIQUE GLASS DRESSING TABLE POT,8,12/1/10 9:45,2.95,16098,United Kingdom
536382,ALARM CLOCK BAKELIKE GREEN,4,12/1/10 9:45,3.75,16098,United Kingdom
536382,IVORY GIANT GARDEN THERMOMETER,12,12/1/10 9:45,5.95,16098,United Kingdom
536382,3 TIER CAKE TIN GREEN AND CREAM,2,12/1/10 9:45,14.95,16098,United Kingdom
536382,3 TIER CAKE TIN RED AND CREAM,2,12/1/10 9:45,14.95,16098,United Kingdom
536382,SET 3 WICKER OVAL BASKETS W LIDS,4,12/1/10 9:45,16.95,16098,United Kingdom
536384,WOOD BLACK BOARD ANT WHITE FINISH,3,12/1/10 9:53,6.45,18074,United Kingdom
536384,COLOUR GLASS T-LIGHT HOLDER HANGING,48,12/1/10 9:53,0.65,18074,United Kingdom
536384,HANGING METAL HEART LANTERN,12,12/1/10 9:53,1.65,18074,United Kingdom
536384,HANGING MEDINA LANTERN SMALL,6,12/1/10 9:53,2.95,18074,United Kingdom
536384,NATURAL SLATE HEART CHALKBOARD,12,12/1/10 9:53,2.95,18074,United Kingdom
536384,HEART OF WICKER SMALL,40,12/1/10 9:53,1.45,18074,United Kingdom
536384,HEART OF WICKER LARGE,40,12/1/10 9:53,2.55,18074,United Kingdom
536384,WHITE LOVEBIRD LANTERN,6,12/1/10 9:53,2.95,18074,United Kingdom
536384,CLASSIC METAL BIRDCAGE PLANT HOLDER,2,12/1/10 9:53,12.75,18074,United Kingdom
536384,CREAM HEART CARD HOLDER,4,12/1/10 9:53,3.95,18074,United Kingdom
536384,ENAMEL FLOWER JUG CREAM,3,12/1/10 9:53,5.95,18074,United Kingdom
536384,ENAMEL FIRE BUCKET CREAM,6,12/1/10 9:53,6.95,18074,United Kingdom
536384,ENAMEL BREAD BIN CREAM,8,12/1/10 9:53,10.95,18074,United Kingdom
536385,SET 3 WICKER OVAL BASKETS W LIDS,1,12/1/10 9:56,19.95,17420,United Kingdom
536385,JAM MAKING SET PRINTED,12,12/1/10 9:56,1.45,17420,United Kingdom
536385,JAM MAKING SET WITH JARS,6,12/1/10 9:56,4.25,17420,United Kingdom
536385,JUMBO BAG DOLLY GIRL DESIGN,10,12/1/10 9:56,1.95,17420,United Kingdom
536385,TRADITIONAL CHRISTMAS RIBBONS,12,12/1/10 9:56,1.25,17420,United Kingdom
536385,ORGANISER WOOD ANTIQUE WHITE,2,12/1/10 9:56,8.5,17420,United Kingdom
536385,LUNCH BAG DOLLY GIRL DESIGN,10,12/1/10 9:56,1.65,17420,United Kingdom
536386,WHITE WIRE EGG HOLDER,36,12/1/10 9:57,4.95,16029,United Kingdom
536386,JUMBO  BAG BAROQUE BLACK WHITE,100,12/1/10 9:57,1.65,16029,United Kingdom
536386,JUMBO BAG RED RETROSPOT,100,12/1/10 9:57,1.65,16029,United Kingdom
536387,CHILLI LIGHTS,192,12/1/10 9:58,3.82,16029,United Kingdom
536387,LIGHT GARLAND BUTTERFILES PINK,192,12/1/10 9:58,3.37,16029,United Kingdom
536387,WOODEN OWLS LIGHT GARLAND,192,12/1/10 9:58,3.37,16029,United Kingdom
536387,FAIRY TALE COTTAGE NIGHTLIGHT,432,12/1/10 9:58,1.45,16029,United Kingdom
536387,RED TOADSTOOL LED NIGHT LIGHT,432,12/1/10 9:58,1.25,16029,United Kingdom
536388,HOME BUILDING BLOCK WORD,3,12/1/10 9:59,5.95,16250,United Kingdom
536388,LOVE BUILDING BLOCK WORD,3,12/1/10 9:59,5.95,16250,United Kingdom
536388,DOORMAT FANCY FONT HOME SWEET HOME,2,12/1/10 9:59,7.95,16250,United Kingdom
536388,HOME SMALL WOOD LETTERS,3,12/1/10 9:59,4.95,16250,United Kingdom
536388,GINGHAM HEART  DOORSTOP RED,3,12/1/10 9:59,4.25,16250,United Kingdom
536388,FIVE HEART HANGING DECORATION,6,12/1/10 9:59,2.95,16250,United Kingdom
536388,HANGING METAL HEART LANTERN,12,12/1/10 9:59,1.65,16250,United Kingdom
536388,ASSORTED BOTTLE TOP  MAGNETS,12,12/1/10 9:59,0.42,16250,United Kingdom
536388,FRIDGE MAGNETS US DINER ASSORTED,12,12/1/10 9:59,0.85,16250,United Kingdom
536388,HOMEMADE JAM SCENTED CANDLES,12,12/1/10 9:59,1.45,16250,United Kingdom
536388,FRIDGE MAGNETS LES ENFANTS ASSORTED,12,12/1/10 9:59,0.85,16250,United Kingdom
536388,ROSE CARAVAN DOORSTOP,4,12/1/10 9:59,6.75,16250,United Kingdom
536388,HEART OF WICKER SMALL,12,12/1/10 9:59,1.65,16250,United Kingdom
536388,5 HOOK HANGER MAGIC TOADSTOOL,12,12/1/10 9:59,1.65,16250,United Kingdom
536389,CHRISTMAS LIGHTS 10 REINDEER,6,12/1/10 10:03,8.5,12431,Australia
536389,VINTAGE UNION JACK CUSHION COVER,8,12/1/10 10:03,4.95,12431,Australia
536389,VINTAGE HEADS AND TAILS CARD GAME,12,12/1/10 10:03,1.25,12431,Australia
536389,SET OF 3 COLOURED  FLYING DUCKS,6,12/1/10 10:03,5.45,12431,Australia
536389,SET OF 3 GOLD FLYING DUCKS,4,12/1/10 10:03,6.35,12431,Australia
536389,RED RETROSPOT UMBRELLA,6,12/1/10 10:03,5.95,12431,Australia
536389,BLACK/BLUE POLKADOT UMBRELLA,3,12/1/10 10:03,5.95,12431,Australia
536389,RED DINER WALL CLOCK,2,12/1/10 10:03,8.5,12431,Australia
536389,ALARM CLOCK BAKELIKE GREEN,4,12/1/10 10:03,3.75,12431,Australia
536389,ALARM CLOCK BAKELIKE RED,4,12/1/10 10:03,3.75,12431,Australia
536389,BLUE DINER WALL CLOCK,2,12/1/10 10:03,8.5,12431,Australia
536389,IVORY DINER WALL CLOCK,2,12/1/10 10:03,8.5,12431,Australia
536389,LARGE HEART MEASURING SPOONS,24,12/1/10 10:03,1.65,12431,Australia
536389,SMALL HEART MEASURING SPOONS,24,12/1/10 10:03,0.85,12431,Australia
536390,CHRISTMAS LIGHTS 10 REINDEER,2,12/1/10 10:19,8.5,17511,United Kingdom
536390,JAM MAKING SET WITH JARS,12,12/1/10 10:19,3.75,17511,United Kingdom
536390,JAM MAKING SET PRINTED,12,12/1/10 10:19,1.45,17511,United Kingdom
536390,JAM JAR WITH PINK LID,48,12/1/10 10:19,0.72,17511,United Kingdom
536390,JAM JAR WITH GREEN LID,48,12/1/10 10:19,0.72,17511,United Kingdom
536390,ROSE COTTAGE KEEPSAKE BOX,8,12/1/10 10:19,8.5,17511,United Kingdom
536390,HANGING HEART ZINC T-LIGHT HOLDER,144,12/1/10 10:19,0.64,17511,United Kingdom
536390,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,12/1/10 10:19,2.55,17511,United Kingdom
536390,DISCO BALL CHRISTMAS DECORATION,288,12/1/10 10:19,0.1,17511,United Kingdom
536390,WHITE HANGING HEART T-LIGHT HOLDER,64,12/1/10 10:19,2.55,17511,United Kingdom
536390,SMALL POPCORN HOLDER,100,12/1/10 10:19,0.72,17511,United Kingdom
536390,LARGE POPCORN HOLDER,50,12/1/10 10:19,1.45,17511,United Kingdom
536390,RETROSPOT LARGE MILK JUG,12,12/1/10 10:19,4.25,17511,United Kingdom
536390,SET/20 RED RETROSPOT PAPER NAPKINS,96,12/1/10 10:19,0.64,17511,United Kingdom
536390,SET/6 RED SPOTTY PAPER PLATES,96,12/1/10 10:19,0.64,17511,United Kingdom
536390,SET/6 RED SPOTTY PAPER CUPS,48,12/1/10 10:19,0.65,17511,United Kingdom
536390,POLKADOT RAIN HAT,144,12/1/10 10:19,0.32,17511,United Kingdom
536390,DELUXE SEWING KIT,40,12/1/10 10:19,4.95,17511,United Kingdom
536390,RETROSPOT HEART HOT WATER BOTTLE,24,12/1/10 10:19,4.25,17511,United Kingdom
536390,KNITTED UNION FLAG HOT WATER BOTTLE,24,12/1/10 10:19,3.39,17511,United Kingdom
536390,ENGLISH ROSE HOT WATER BOTTLE,24,12/1/10 10:19,3.75,17511,United Kingdom
536390,PHOTO CUBE,48,12/1/10 10:19,1.48,17511,United Kingdom
536390,HOMEMADE JAM SCENTED CANDLES,96,12/1/10 10:19,1.25,17511,United Kingdom
536390,JUMBO BAG RED RETROSPOT,100,12/1/10 10:19,1.65,17511,United Kingdom
536392,3 STRIPEY MICE FELTCRAFT,6,12/1/10 10:29,1.95,13705,United Kingdom
536392,SET OF 6 SOLDIER SKITTLES,4,12/1/10 10:29,3.75,13705,United Kingdom
536392,TRADITIONAL WOODEN SKIPPING ROPE,12,12/1/10 10:29,1.25,13705,United Kingdom
536392,WOODEN BOX OF DOMINOES,12,12/1/10 10:29,1.25,13705,United Kingdom
536392,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,12/1/10 10:29,165,13705,United Kingdom
536392,PARTY CONES CARNIVAL ASSORTED,12,12/1/10 10:29,1.25,13705,United Kingdom
536392,PARTY CONES CANDY ASSORTED,12,12/1/10 10:29,1.25,13705,United Kingdom
536392,PICNIC BASKET WICKER SMALL,4,12/1/10 10:29,5.95,13705,United Kingdom
536392,ASSORTED COLOUR BIRD ORNAMENT,16,12/1/10 10:29,1.69,13705,United Kingdom
536392,STAR DECORATION PAINTED ZINC,24,12/1/10 10:29,0.65,13705,United Kingdom
536393,RETROSPOT LAMP,8,12/1/10 10:37,9.95,13747,United Kingdom
536394,"FANCY FONT BIRTHDAY CARD,",24,12/1/10 10:39,0.42,13408,United Kingdom
536394,HAND WARMER UNION JACK,96,12/1/10 10:39,1.85,13408,United Kingdom
536394,HAND WARMER SCOTTY DOG DESIGN,96,12/1/10 10:39,1.85,13408,United Kingdom
536394,HAND WARMER OWL DESIGN,96,12/1/10 10:39,1.85,13408,United Kingdom
536394,HAND WARMER RED RETROSPOT,96,12/1/10 10:39,1.85,13408,United Kingdom
536394,RETROSPOT HEART HOT WATER BOTTLE,12,12/1/10 10:39,4.95,13408,United Kingdom
536394,DOG BOWL CHASING BALL DESIGN,12,12/1/10 10:39,3.75,13408,United Kingdom
536394,CLOTHES PEGS RETROSPOT PACK 24,48,12/1/10 10:39,1.25,13408,United Kingdom
536394,HAND OVER THE CHOCOLATE   SIGN,12,12/1/10 10:39,2.1,13408,United Kingdom
536394,WHITE HANGING HEART T-LIGHT HOLDER,32,12/1/10 10:39,2.55,13408,United Kingdom
536394,TRAVEL SEWING KIT,20,12/1/10 10:39,1.65,13408,United Kingdom
536395,BLACK HEART CARD HOLDER,8,12/1/10 10:47,3.95,13767,United Kingdom
536395,ASSORTED COLOUR BIRD ORNAMENT,32,12/1/10 10:47,1.69,13767,United Kingdom
536395,PACK OF 60 PINK PAISLEY CAKE CASES,24,12/1/10 10:47,0.55,13767,United Kingdom
536395,60 TEATIME FAIRY CAKE CASES,24,12/1/10 10:47,0.55,13767,United Kingdom
536395,PACK OF 72 RETROSPOT CAKE CASES,24,12/1/10 10:47,0.55,13767,United Kingdom
536395,CHICK GREY HOT WATER BOTTLE,8,12/1/10 10:47,3.45,13767,United Kingdom
536395,SMALL GLASS HEART TRINKET POT,8,12/1/10 10:47,2.1,13767,United Kingdom
536395,ALARM CLOCK BAKELIKE IVORY,4,12/1/10 10:47,3.75,13767,United Kingdom
536395,ALARM CLOCK BAKELIKE RED,8,12/1/10 10:47,3.75,13767,United Kingdom
536395,ALARM CLOCK BAKELIKE ORANGE,8,12/1/10 10:47,3.75,13767,United Kingdom
536395,ALARM CLOCK BAKELIKE GREEN,8,12/1/10 10:47,3.75,13767,United Kingdom
536395,HOT WATER BOTTLE TEA AND SYMPATHY,8,12/1/10 10:47,3.95,13767,United Kingdom
536395,HAND WARMER BIRD DESIGN,48,12/1/10 10:47,2.1,13767,United Kingdom
536395,HAND WARMER SCOTTY DOG DESIGN,48,12/1/10 10:47,2.1,13767,United Kingdom
536396,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/10 10:51,2.55,17850,United Kingdom
536396,WHITE METAL LANTERN,6,12/1/10 10:51,3.39,17850,United Kingdom
536396,CREAM CUPID HEARTS COAT HANGER,8,12/1/10 10:51,2.75,17850,United Kingdom
536396,EDWARDIAN PARASOL BLACK,6,12/1/10 10:51,4.95,17850,United Kingdom
536396,EDWARDIAN PARASOL RED,6,12/1/10 10:51,4.95,17850,United Kingdom
536396,RETRO COFFEE MUGS ASSORTED,6,12/1/10 10:51,1.06,17850,United Kingdom
536396,SAVE THE PLANET MUG,6,12/1/10 10:51,1.06,17850,United Kingdom
536396,VINTAGE BILLBOARD DRINK ME MUG,6,12/1/10 10:51,1.06,17850,United Kingdom
536396,VINTAGE BILLBOARD LOVE/HATE MUG,6,12/1/10 10:51,1.06,17850,United Kingdom
536396,WOOD 2 DRAWER CABINET WHITE FINISH,2,12/1/10 10:51,4.95,17850,United Kingdom
536396,WOOD S/3 CABINET ANT WHITE FINISH,4,12/1/10 10:51,6.95,17850,United Kingdom
536396,WOODEN PICTURE FRAME WHITE FINISH,6,12/1/10 10:51,2.1,17850,United Kingdom
536396,WOODEN FRAME ANTIQUE WHITE,12,12/1/10 10:51,2.55,17850,United Kingdom
536396,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/1/10 10:51,3.39,17850,United Kingdom
536396,RED WOOLLY HOTTIE WHITE HEART.,6,12/1/10 10:51,3.39,17850,United Kingdom
536396,SET 7 BABUSHKA NESTING BOXES,2,12/1/10 10:51,7.65,17850,United Kingdom
